nbd,foodgrp,name,water,energy,protein,carb,fiber,sugar,sodium,satfat,chol
14651,Beverages,"FRUIT JUC DRK,GREATER THAN 3% JUC,HI VIT C",88.1,46,0.13,11.35,0.1,10.69,8,0.017,0
14654,Beverages,"BEVERAGES,NUTRITIONAL SHAKE MIX,HI PROT,PDR",8.3,392,53.57,20.38,0,3.57,1214,0,0
18001,Baked Products,"BAGEL,PLN,TSTD, ENR W/CA PROP(INCLUDE ONION,POPPY,SESAME)",33.81,264,10.56,52.38,1.6,8.43,422,0.36,0
18002,Baked Products,"BAGELS,PLN,TSTD,ENR W/CA PROP (INCLUDES ONION,POPPY,SESAME)",28.27,288,11.14,57.11,2.6,5.82,537,0.283,0
18005,Baked Products,"BAGELS,CINNAMON-RAISIN",32,274,9.8,55.2,2.3,5.98,344,0.274,0
18006,Baked Products,"BAGELS,CINNAMON-RAISIN,TSTD",26.9,294,10.6,59.3,2.5,6.43,370,0.295,0
18007,Baked Products,"BAGELS,OAT BRAN",32.9,255,10.7,53.3,3.6,1.63,590,0.191,0
18009,Baked Products,"BISCUITS,PLN OR BTTRMLK,FRZ,BKD",26.7,338,6.2,53.87,1.3,3.48,942,1.676,1
18010,Baked Products,"BISCUITS,PLN OR BTTRMLK,DRY MIX",9.2,428,8,63.4,2.1,11.65,1276,3.965,2
18012,Baked Products,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT",37.76,270,6.7,43.7,2,7.18,876,3.14,0
18013,Baked Products,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT,BKD",27.7,299,7.8,55.4,1.9,8.14,1018,1.294,0
18014,Baked Products,"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT",33.15,307,6.66,46.32,0.7,7.4,977,2.806,1
18015,Baked Products,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD",29.69,324,6.79,49.05,2.8,8.19,1002,5.514,0
18016,Baked Products,"BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE",28.9,353,7,44.6,1.5,2.18,580,4.324,3
18021,Baked Products,"BREAD,BOSTON BROWN,CANNED",47.2,195,5.2,43.3,4.7,2.42,631,0.282,1
18022,Baked Products,"BREAD,CORNBREAD,DRY MIX,ENR (INCL CORN MUFFIN MIX)",7.8,418,7,69.5,6.5,20.34,817,3.091,2
18023,Baked Products,"BREAD,CORNBREAD,DRY MIX,PREP W/ 2% MILK,80% MARGARINE,& EGGS",27.11,330,6.59,54.46,2.3,16.05,599,3.732,57
18027,Baked Products,"BREAD,EGG",34.7,287,9.5,47.8,2.3,1.78,380,1.593,51
18028,Baked Products,"BREAD,EGG,TOASTED",28.3,315,10.5,52.6,2.5,1.94,417,1.616,56
18029,Baked Products,"Bread, french",33,272,10.75,51.88,2.2,4.62,602,0.529,0
18030,Baked Products,"BREAD, FRENCH OR VIENNA, TSTD (IND SOURDOUGH)",20.61,319,13,61.93,3.1,3.59,720,0.502,0
18033,Baked Products,"BREAD,ITALIAN",35.7,271,8.8,50,2.7,0.83,613,0.855,0
18036,Baked Products,"BREAD,MULTI-GRAIN,TSTD (INCLUDES WHOLE-GRAIN)",31.46,288,14.52,47.11,8.1,6.94,414,0.948,0
18037,Baked Products,"BREAD,OAT BRAN",44,236,10.4,39.8,4.5,7.7,353,0.697,0
18038,Baked Products,"BREAD,OAT BRAN,TOASTED",38.5,259,11.4,43.7,4.9,8.46,387,0.766,0
18039,Baked Products,"BREAD,OATMEAL",36.7,269,8.4,48.5,4,8.14,447,0.703,0
18040,Baked Products,"BREAD,OATMEAL,TOASTED",31.2,292,9.2,52.7,4.3,8.84,486,0.764,0
18041,Baked Products,"BREAD,PITA,WHITE,ENRICHED",32.1,275,9.1,55.7,2.2,1.3,536,0.166,0
18042,Baked Products,"BREAD,PITA,WHOLE-WHEAT",30.6,266,9.8,55,7.4,0.82,444,0.41,0
18043,Baked Products,"BREAD,PROT (INCL GLUTEN)",40,245,12.1,43.8,3,1.44,404,0.332,0
18044,Baked Products,"BREAD,PUMPERNICKEL",37.9,250,8.7,47.5,6.5,0.53,596,0.437,0
18045,Baked Products,"BREAD,PUMPERNICKEL,TSTD",31.8,275,9.5,52.2,7.1,0.58,655,0.481,0
18047,Baked Products,"BREAD,RAISIN,ENRICHED",33.6,274,7.9,52.3,4.3,5.68,347,1.081,0
18048,Baked Products,"BREAD,RAISIN,TSTD,ENR",27.8,297,8.6,56.9,4.7,6.18,377,1.175,0
18049,Baked Products,"BREAD,RED-CAL,OAT BRAN",46,201,8,41.3,12,3.52,459,0.445,0
18050,Baked Products,"BREAD,RED-CAL,OAT BRAN,TSTD",35.7,239,9.5,49.2,14.3,4.2,547,0.53,0
18053,Baked Products,"BREAD,REDUCED-CALORIE,RYE",46,203,9.1,40.5,12,2.29,513,0.368,0
18055,Baked Products,"BREAD,RED-CAL,WHEAT",39.6,217,13.32,42.47,11.1,3.71,332,0.84,0
18057,Baked Products,"BREAD,RED-CAL,WHITE",42.9,207,8.7,44.3,9.7,4.76,479,0.549,0
18059,Baked Products,"BREAD,RICE BRAN",41,243,8.9,43.5,4.9,4.67,269,0.709,0
18060,Baked Products,"BREAD,RYE",37.3,259,8.5,48.3,5.8,3.85,603,0.626,0
18061,Baked Products,"BREAD,RYE,TOASTED",31,284,9.4,53.1,6.4,4.23,664,0.688,0
18064,Baked Products,"BREAD,WHEAT",35.2,267,10.72,48.68,4,5.91,508,0.777,0
18065,Baked Products,"BREAD, WHEAT, TSTD",24.23,313,12.96,55.77,4.7,6.42,601,0.989,0
18066,Baked Products,"BREAD,WHEAT BRAN",37.8,248,8.8,47.8,4,9.68,486,0.779,0
18069,Baked Products,"BREAD,WHITE,COMMLY PREP (INCL SOFT BREAD CRUMBS)",36.42,266,8.85,49.42,2.7,5.67,490,0.698,0
18070,Baked Products,"BREAD,WHITE,COMMLY PREP,TSTD",30.4,293,9,54.4,2.5,4.74,592,0.578,1
18075,Baked Products,"BREAD,WHOLE-WHEAT,COMM. PREPARED",39.01,252,12.45,42.71,6,4.34,455,0.722,0
18076,Baked Products,"BREAD, WHOLE-WHEAT, COMMER PREP, TOASTED",24.25,306,16.27,51.16,9.2,5.77,493,0.922,0
18077,Baked Products,"BREAD,WHOLE-WHEAT,PREP FROM RECIPE",32.7,278,8.4,51.4,6,3.84,346,0.796,0
18078,Baked Products,"BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD",26,305,9.2,56.4,6.7,4.22,381,0.874,0
18079,Baked Products,"BREAD CRUMBS,DRY,GRATED,PLN",6.51,395,13.35,71.98,4.5,6.2,732,1.203,0
18080,Baked Products,"BREAD STICKS,PLAIN",6.1,412,12,68.4,3,1.26,713,1.41,0
18081,Baked Products,"BREAD STUFFING,BREAD,DRY MIX",4.2,386,11,76.2,3.2,8.27,1405,0.845,1
18082,Baked Products,"BREAD STUFFING,BREAD,DRY MIX,PREP",64.8,177,3.2,21.7,2.9,2.11,479,1.734,0
18084,Baked Products,"BREAD STUFFING,CORNBREAD,DRY MIX",4.6,389,10,76.7,14.3,4.77,1283,0.922,0
18085,Baked Products,"BREAD STUFFING,CORNBREAD,DRY MIX,PREP",64.9,179,2.9,21.9,2.9,3.92,455,1.755,0
18087,Baked Products,"CAKE MIX,ANGELFOOD,DRY",3.73,366,6.4,86.13,0.5,61.33,822,0.039,0
18088,Baked Products,"CAKE,ANGELFOOD,DRY MIX,PREP",32.9,257,6.1,58.7,0.2,30.51,511,0.043,0
18090,Baked Products,"CAKE,BOSTON CRM PIE,COMMLY PREP",45.4,252,2.4,42.9,1.4,36.11,254,2.445,37
18095,Baked Products,"CAKE,CHERRY FUDGE W/CHOC FRSTNG",46.1,264,2.4,38,1.2,32.94,261,5.066,42
18096,Baked Products,"CAKE,CHOC,COMMLY PREP W/ CHOC FRSTNG,IN-STORE BAKERY",22.04,389,3.48,52.84,2.2,39.96,348,5.917,22
18097,Baked Products,"CAKE,CHOC,DRY MIX,PUDDING-TYPE",3.9,391,4.6,80.16,2.3,39.53,767,2.022,0
18102,Baked Products,"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG",20.7,356,4.4,63.2,1,57.39,284,3.897,1
18107,Baked Products,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX",3.3,436,4.8,77.7,1.8,42.52,596,2.957,0
18108,Baked Products,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX,PREP",30.5,318,5.5,52.8,1.2,29.53,421,1.855,49
18110,Baked Products,"CAKE,FRUITCAKE,COMMLY PREP",25.3,324,2.9,61.6,3.7,27.42,101,1.048,5
18112,Baked Products,"CAKE MIX,PUDD,DRY,GERMAN CHOC",6.94,350,4.17,81.25,2.1,42.13,841,1.852,0
18114,Baked Products,"CAKE,GINGERBREAD,DRY MIX",4.4,437,4.4,74.6,1.7,46.62,657,3.46,0
18117,Baked Products,"CAKE,MARBLE,DRY MIX,PUDDING-TYPE",3.1,416,3.4,79.5,2.9,35.71,519,2.45,0
18120,Baked Products,"CAKE,POUND,COMMLY PREP,BUTTER (INCLUDES FRSH & FROZEN)",25.87,353,5,53.64,0.6,33.36,377,4.811,66
18127,Baked Products,"CAKE,SNACK CAKES,CREME-FILLED,CHOC W/ FRSTNG",18.57,399,3.63,60.31,3.2,37.76,332,4.884,0
18128,Baked Products,"CAKE,SNACK CAKES,CREME-FILLED,SPONGE",19.6,374,3.47,64.03,1,37.3,470,4.139,41
18133,Baked Products,"CAKE,SPONGE,COMMLY PREP",29.7,290,5.4,61,0.5,36.66,623,0.802,102
18135,Baked Products,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,ENR",3.5,423,3.9,80.9,0.7,48.95,665,2.39,0
18139,Baked Products,"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG",23.3,357,5.4,57.2,0.8,35.49,327,3.269,2
18140,Baked Products,"CAKE,YEL,COMMLY PREP,W/ CHOC FRSTNG,IN-STORE BAKERY",22.38,379,3.16,55.36,1.5,39.22,310,5.793,16
18141,Baked Products,"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG",22.1,391,2.99,56.2,0.3,41.79,269,2.936,75
18142,Baked Products,"CAKE,YEL,DRY MIX,PUDDING-TYPE",4,423,4,80,0.7,44.21,860,2.469,0
18144,Baked Products,"CAKE,YEL,DRY MIX,REG,ENR",7.18,374,3.7,81.92,1.2,43.29,728,1.62,0
18147,Baked Products,CHEESECAKE COMMLY PREP,45.6,321,5.5,25.5,0.4,21.8,438,9.921,55
18151,Baked Products,"COOKIES,BROWNIES,COMMLY PREP",13.6,405,4.8,63.9,2.1,36.61,286,4.235,17
18155,Baked Products,"COOKIES,BUTTER,COMMLY PREP,ENR",4.6,467,6.1,68.9,0.8,20.24,282,11.051,117
18157,Baked Products,"COOKIES,CHOCOLATE WAFERS",4.5,433,6.6,72.7,3.4,37.43,580,4.241,2
18158,Baked Products,"COOKIES,CHOC CHIP,COMMLY PREP,REG,LOWER FAT",7.36,451,5.97,67.49,3,32.84,418,5.962,0
18159,Baked Products,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,ENR",3.57,492,5.1,65.36,2,32.9,311,8.091,0
18163,Baked Products,"COOKIES,CHOC CHIP,REFR DOUGH",12.08,451,3.98,61.02,1.5,38.04,321,8.39,7
18166,Baked Products,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",3.11,464,5.21,71,2.9,40.67,388,5.649,0
18167,Baked Products,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG,CHOCOLATE-COATED",2,481,3.6,66.4,5.2,49.58,326,7.426,0
18168,Baked Products,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING",1.65,497,4.33,68.2,2.7,46,351,5.454,0
18170,Baked Products,"COOKIES,FIG BARS",16.5,348,3.7,70.9,4.6,46.36,350,1.123,0
18171,Baked Products,"COOKIES,FORTUNE",8,378,4.2,84,1.6,45.42,31,0.669,2
18172,Baked Products,"COOKIES,GINGERSNAPS",5.3,416,5.6,76.9,2.2,19.92,501,2.451,0
18173,Baked Products,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",3.39,430,6.69,77.66,3.4,24.85,459,1.633,0
18174,Baked Products,"COOKIES,GRAHAM CRACKERS,CHOCOLATE-COATED",2,500,4,66.78,2.2,37.3,265,17.2,1
18175,Baked Products,"COOKIES,LADYFINGERS,W/LEMON JUC&RIND",19.5,365,10.6,59.7,1,25.39,147,3.069,221
18176,Baked Products,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)",10.1,421,4,67.7,2,44.8,188,4.722,0
18177,Baked Products,"COOKIES,MOLASSES",5.8,430,5.6,73.8,1,17.6,459,3.212,0
18178,Baked Products,"COOKIES,OATMEAL,COMMLY PREP,REG",5.7,450,6.2,68.7,2.8,24.66,383,4.519,0
18185,Baked Products,"COOKIES,PNUT BUTTER,COMMLY PREP,REG",7.28,473,8.92,58.15,2.1,28.58,463,6.751,27
18190,Baked Products,"COOKIES,PNUT BUTTER SNDWCH,REG",2.8,478,8.8,65.6,1.9,35.44,368,4.995,0
18191,Baked Products,"COOKIES,RAISIN,SOFT-TYPE",13.1,401,4.1,68,1.2,47.56,418,3.46,2
18192,Baked Products,"COOKIES,SHORTBREAD,COMMLY PREP,PLN",3.6,514,5.37,63.78,1.3,21.65,353,8.105,0
18198,Baked Products,"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY",5.1,450,3.9,73.4,1.6,39.81,244,4.183,0
18199,Baked Products,"COOKIES,CHOC SNDWCH,W/CREME FILLING,SPL DIETARY",4.2,461,4.5,68,4.1,19.73,342,3.992,0
18200,Baked Products,"COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY",6.5,449,4.8,69.9,2.9,31.65,273,2.693,0
18204,Baked Products,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)",6.29,464,5.35,67.34,1.3,27.31,385,7.666,12
18205,Baked Products,"COOKIES,SUGAR,REFR DOUGH",14.08,436,4,61.22,0.9,36.51,291,5.43,11
18206,Baked Products,"COOKIES,SUGAR,REFR DOUGH,BKD",5,484,4.7,65.6,0.8,23.96,321,5.906,32
18208,Baked Products,"COOKIES,SUGAR,PREP FROM RECIPE,MADE W/MARGARINE",8.9,472,5.9,60,1.2,24.86,491,4.69,26
18209,Baked Products,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG",1.66,502,3.84,70.64,1.6,42.95,103,11.899,0
18210,Baked Products,"COOKIES,VANILLA SNDWCH W/CREME FILLING",2.2,483,4.5,72.1,1.5,39.3,349,2.979,0
18211,Baked Products,"PUFF PASTRY,FRZ,RTB,BKD",7.4,558,7.4,45.7,1.5,0.75,253,5.502,0
18212,Baked Products,"COOKIES,VANILLA WAFERS,LOWER FAT",5.1,441,5,73.6,1.9,37.5,388,3.838,51
18214,Baked Products,"CRACKERS,CHEESE,REGULAR",3.55,489,10.93,59.42,2.3,4.53,973,5.288,3
18215,Baked Products,"CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING",3.28,496,12.41,56.74,3.4,6.98,829,4.406,0
18216,Baked Products,"CRACKERS,CRISPBREAD,RYE",6.1,366,7.9,82.2,16.5,1.07,410,0.145,0
18217,Baked Products,"CRACKERS,MATZO,PLAIN",4.3,395,10,83.7,3,0.29,0,0.226,0
18220,Baked Products,"CRACKERS,MELBA TOAST,PLN",5.1,390,12.1,76.6,6.3,0.94,598,0.445,0
18223,Baked Products,"CRACKERS,MILK",4.7,455,7.6,69.7,1.9,16.44,592,2.633,11
18226,Baked Products,"CRACKERS,RYE,WAFERS,PLAIN",5,334,9.6,80.4,22.9,1.01,557,0.108,0
18228,Baked Products,"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)",5.05,418,9.46,74.05,2.8,1.29,941,1.653,0
18229,Baked Products,"CRACKERS,STD SNACK-TYPE,REG",3.14,510,6.64,61.3,2.3,8.18,726,5.562,0
18230,Baked Products,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING",3.9,477,9.3,61.7,1.9,3.18,978,6.125,2
18231,Baked Products,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING",2.93,494,11.47,58.38,2.3,10.5,801,4.913,0
18232,Baked Products,"CRACKERS,WHEAT,REGULAR",2.75,455,7.3,70.73,6.9,15.48,699,3.21,0
18235,Baked Products,"CRACKERS,WHOLE-WHEAT",2.94,427,10.58,69.55,10.3,1.19,704,2.063,0
18236,Baked Products,CRACKER MEAL,7.6,383,9.3,80.9,2.6,0.33,16,0.271,0
18237,Baked Products,"CREAM PUFF SHELL,PREP FROM RECIPE",40.5,362,9,22.8,0.8,0.43,557,5.599,196
18239,Baked Products,"CROISSANTS,BUTTER",23.2,406,8.2,45.8,2.6,11.26,467,11.659,67
18241,Baked Products,"CROISSANTS,CHEESE",21,414,9.2,47,2.6,11.35,361,10.628,57
18243,Baked Products,"CROUTONS,SEASONED",3.6,465,10.8,63.5,5,4.41,1089,5.247,7
18244,Baked Products,"DANISH PASTRY,CINN,ENR",24.3,403,7,44.6,1.3,19.78,414,5.681,21
18245,Baked Products,"DANISH PASTRY,CHEESE",31.4,374,8,37.2,1,6.95,417,6.794,23
18246,Baked Products,"DANISH PASTRY,FRUIT,ENR",27.1,371,5.4,47.8,1.9,27.53,445,4.86,114
18247,Baked Products,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",20.4,430,7.1,45.7,2,25.87,298,5.821,46
18248,Baked Products,"DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)",20.82,434,5.31,47.06,1.7,18.15,477,11.105,10
18249,Baked Products,"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD",16.76,452,4.93,51.33,1.9,26.65,326,13.47,19
18251,Baked Products,"DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED",16.3,417,4.5,57.4,2.2,31.92,215,5.132,57
18253,Baked Products,"DOUGHNUTS,FRENCH CRULLERS,GLAZED",17.9,412,3.1,59.5,1.2,35.11,345,4.667,11
18254,Baked Products,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING",38.2,361,6.4,30,0.8,14.55,309,5.43,24
18255,Baked Products,"DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)",22,421,6.14,47.93,2.1,22.75,316,9.453,30
18256,Baked Products,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING",35.6,340,5.9,39,0.9,21.1,455,4.843,26
18258,Baked Products,"ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)",43.56,227,8.87,44.17,3.5,3.53,425,0.733,0
18259,Baked Products,"ENGLISH,MUFFIN,PLN,TSTD,ENR,W/CA PROP(INCL SOURDOUGH)",32.97,270,10.32,52.65,2.8,3.47,477,0.533,0
18260,Baked Products,"ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)",40.2,235,9.1,46.3,2.8,0.81,298,0.23,0
18261,Baked Products,"ENGLISH MUFFINS,MIXED-GRAIN,TSTD (INCL GRANOLA)",35,255,9.9,50.3,3,0.88,324,0.25,0
18262,Baked Products,"ENGLISH MUFFINS,RAISIN-CINNAMON (INCLUDES APPLE-CINNAMON)",40.6,240,7.91,48.1,2.6,14.76,299,0.54,0
18263,Baked Products,"ENGLISH MUFFINS,RAISIN-CINNAMON,TSTD (INCL APPLE-CINNAMON)",32.07,276,8.87,55.04,3,13.34,342,0.579,0
18264,Baked Products,"ENGLISH MUFFINS,WHEAT",42.3,223,8.7,44.8,4.6,1.56,353,0.287,0
18265,Baked Products,"ENGLISH MUFFINS,WHEAT,TSTD",37.2,243,9.4,48.7,5,1.7,384,0.312,0
18266,Baked Products,"ENGLISH MUFFINS,WHOLE-WHEAT",45.7,203,8.8,40.4,6.7,8.09,364,0.334,0
18267,Baked Products,"ENGLISH MUFFINS,WHOLE-WHEAT,TSTD",41,221,9.6,44.1,7.3,8.79,396,0.363,0
18270,Baked Products,"HUSH PUPPIES,PREP FROM RECIPE",29,337,7.7,46,2.8,2.03,668,2.108,45
18271,Baked Products,"ICE CRM CONES,CAKE OR WAFER-TYPE",5.3,417,8.1,79,3,6,256,1.222,0
18272,Baked Products,"ICE CRM CONES,SUGAR,ROLLED-TYPE",3,402,7.9,84.1,1.7,25.66,298,0.573,0
18274,Baked Products,"MUFFINS,BLUEBERRY,COMMLY PREP (INCLUDES MINI-MUFFINS)",24.96,375,4.49,53,1.1,31.47,336,2.844,30
18275,Baked Products,"MUFFINS,BLUEBERRY,DRY MIX",30.18,293,3.48,61,1.4,32.73,479,1.161,0
18277,Baked Products,"MUFFINS,BLUEBERRY,TOASTER-TYPE",30.8,313,4.6,53.3,1.8,4.85,417,1.398,6
18279,Baked Products,"MUFFINS,CORN,COMMLY PREP",32.6,305,5.9,51,3.4,17.78,467,1.354,26
18283,Baked Products,"MUFFINS,OAT BRAN",35,270,7,48.3,4.6,8.22,393,1.087,0
18288,Baked Products,"PANCAKES PLN,FRZ,RTH (INCLUDES BUTTERMILK)",48.37,233,5.23,37.75,1,8.32,461,1.162,18
18289,Baked Products,"PANCAKES,PLN,DRY MIX,COMPLETE (INCL BTTRMLK)",9.05,368,9.77,73.65,2.9,16.03,1082,0.822,2
18291,Baked Products,"PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)",9.1,355,10,73.6,5.4,2.21,1496,0.25,0
18295,Baked Products,"PANCAKES,BUCKWHEAT,DRY MIX,INCOMPLETE",9.1,340,10.9,71.3,8.5,7.21,684,0.439,0
18301,Baked Products,"PIE,APPL,COMMLY PREP,ENR FLR",52.2,237,1.9,34,1.6,15.65,201,3.797,0
18304,Baked Products,"PIE,BANANA CRM,PREP FROM RECIPE",47.9,269,4.4,32.9,0.7,12.06,240,3.758,51
18305,Baked Products,"PIE,BLUEBERRY,COMMLY PREP",52.5,232,1.8,34.9,1,9.89,287,1.679,0
18308,Baked Products,"PIE,CHERRY,COMMLY PREP",46.2,260,2,39.8,0.8,14.29,246,2.562,0
18310,Baked Products,"PIE,CHOC CREME,COMMLY PREP",33.92,353,4.15,38.44,0.8,27.39,266,12.449,12
18313,Baked Products,"PIE,COCNT CREME,COMMLY PREP",43.2,298,2.1,37.3,1.3,18.52,204,6.976,0
18317,Baked Products,"PIE,EGG CUSTARD,COMMLY PREP",60.9,210,5.5,20.8,1.6,11.58,275,2.349,33
18319,Baked Products,"PIE,FRIED PIES,FRUIT",37.6,316,3,42.6,2.6,21.4,333,2.457,0
18320,Baked Products,"PIE,LEMON MERINGUE,COMMLY PREP",41.7,268,1.5,47.2,1.2,23.86,172,1.766,45
18322,Baked Products,"PIE,MINCE,PREP FROM RECIPE",37.4,289,2.6,48,2.6,28.31,254,2.682,0
18323,Baked Products,"PIE,PEACH",54.4,224,1.9,32.9,0.8,16.23,217,1.508,0
18324,Baked Products,"PIE,PECAN,COMMLY PREP",18.25,407,4.5,59.61,2.1,25.18,275,2.654,42
18326,Baked Products,"PIE,PUMPKIN,COMMLY PREP",50.39,243,3.9,34.83,1.8,18.88,239,1.988,26
18328,Baked Products,"PIE,VANILLA CRM,PREP FROM RECIPE",47,278,4.8,32.6,0.6,12.68,260,4.03,62
18334,Baked Products,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR",17.82,457,6.16,48.62,2.5,4.7,409,8.159,0
18335,Baked Products,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR,BKD",7.18,508,6.5,56.24,3.3,4.23,467,9.277,0
18336,Baked Products,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,BKD",9.8,527,6.4,47.5,1.7,0.17,542,8.622,0
18337,Baked Products,"PUFF PASTRY,FRZ,RTB",8.5,551,7.3,45.1,1.5,0.74,249,9.643,0
18338,Baked Products,PHYLLO DOUGH,32.6,299,7.1,52.6,1.9,0.18,483,1.47,0
18342,Baked Products,"ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)",28.44,310,10.86,52.04,2,5.55,467,1.375,4
18344,Baked Products,"ROLLS,DINNER,EGG",30.4,307,9.5,52,3.7,4.3,566,1.577,50
18345,Baked Products,"ROLLS,DINNER,OAT BRAN",44,236,9.5,40.2,4.1,6.67,413,0.619,0
18346,Baked Products,"ROLLS,DINNER,RYE",30.1,286,10.3,53.1,4.9,1.17,650,0.605,0
18347,Baked Products,"ROLLS,DINNER,WHEAT",37,273,8.6,46,3.8,1.63,524,1.497,0
18348,Baked Products,"ROLLS,DINNER,WHOLE-WHEAT",33.1,266,8.7,51.1,7.5,8.46,521,0.836,0
18349,Baked Products,"ROLLS,FRENCH",34.8,277,8.6,50.2,3.2,0.31,574,0.962,0
18350,Baked Products,"ROLLS,HAMBURGER OR HOTDOG,PLN",34.18,278,9.87,50.15,2.1,6.37,500,0.885,0
18351,Baked Products,"ROLLS,HAMBURGER OR HOTDOG,MIXED-GRAIN",38,263,9.6,44.6,3.8,6.25,458,1.39,0
18352,Baked Products,"ROLLS,HAMBURGER OR HOTDOG,RED-CAL",46,196,8.3,42.1,6.2,4.76,410,0.325,0
18353,Baked Products,"ROLLS,HARD (INCL KAISER)",31,293,9.9,52.7,2.3,1.77,544,0.606,0
18354,Baked Products,"STRUDEL,APPLE",43.5,274,3.3,41.1,2.2,25.75,135,2.044,6
18356,Baked Products,"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",24.8,372,6.2,50.9,2.4,31.73,304,3.079,66
18360,Baked Products,"TACO SHELLS, BAKED",6.4,476,6.41,63.49,6.7,1.5,324,7.105,0
18362,Baked Products,"TOASTER PASTRIES,FRUIT",14.33,388,4.2,70.32,1,26.13,334,3.615,0
18363,Baked Products,"TORTILLAS,RTB OR -FRY,CORN",45.89,218,5.7,44.64,6.3,0.88,45,0.453,0
18364,Baked Products,"TORTILLAS,RTB OR -FRY,FLR,REFR",32.43,293,7.93,51.18,2.5,3.34,709,1.428,0
18365,Baked Products,"WAFFLES,PLN,FRZ,RTH",37.95,285,6.47,42.98,2.2,4.91,638,1.531,14
18369,Baked Products,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,NA AL SULFATE",5,53,0,27.7,0.2,0,10600,0,0
18370,Baked Products,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,STRAIGHT PO4",4,51,0.1,24.1,0.2,0,7893,0,0
18371,Baked Products,"LEAVENING AGENTS,BAKING PDR,LOW-SODIUM",6.2,97,0.1,46.9,2.2,0,90,0.073,0
18372,Baked Products,"LEAVENING AGENTS,BAKING SODA",0.2,0,0,0,0,0,27360,0,0
18373,Baked Products,"LEAVENING AGENTS,CRM OF TARTAR",1.7,258,0,61.5,0.2,0,52,0,0
18374,Baked Products,"LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED",69,105,8.4,18.1,8.1,0,30,0.243,0
18375,Baked Products,"LEAVENING AGENTS,YEAST,BAKER'S,ACTIVE DRY",5.08,325,40.44,41.22,26.9,0,51,1.001,0
18376,Baked Products,"BREAD CRUMBS,DRY,GRATED,SEASONED",6.35,383,14.13,68.49,4.9,5.74,1336,1.391,1
18383,Baked Products,"BREAD,PROT,TSTD (INCL GLUTEN)",34,270,13.2,48.1,3.3,1.44,444,0.364,0
18384,Baked Products,"BREAD,RICE BRAN,TOASTED",35.9,264,9.7,47.3,5.3,5.08,292,0.771,0
18385,Baked Products,"BREAD,WHEAT GERM,TOASTED",29.3,293,10.7,54.3,2.3,4.14,621,0.738,1
18386,Baked Products,"MUFFINS,BLUEBERRY,TOASTER-TYPE,TSTD",26.4,333,4.9,56.7,1.9,12.95,444,1.551,5
